Article,Subject
"  In the field of quantum computers, many university research groups bet on trapped ions. Many universities have strong expertise in Atomic Physics and have the know-how on manipulate quantum information in the atomic level. Instead of using atoms to store quantum information, engineers print artificial “quantum system” in a circuit for the qubits (where quantum computers store information). In this article, we will focus on the superconducting circuit and reserve another article for the trapped ion quantum computer. But we will have a high-level overview for some of the most promising quantum computer technologies at the end of the article. We can explore the quantum property of atoms, or we can build an artificial system that mimics the quantum states. A trapped ions quantum computer uses lasers to change the energy level of laser-cooled ions trapped in an electric field. On the other hand, the processor inside the IBM Q quantum computer holds superconducting circuits to create an artificial quantum system. The IBM Q contains cables to send microwave pulses at different frequencies and durations to control and to measure the qubits. To isolate the qubits, the computer contains a dilution refrigerator to cool down the quantum processor to 15 miliKelvin. We don’t want our circuitry implementing the artificial quantum system to have resistance. Otherwise, it will dissipate energy and destroy the quantum information. This gap leads to superconductivity since small excitations such as scattering of electrons (resistance) are not allowed (yet another non-intuitive behavior from quantum mechanics). As recalled in trapped ions computer, its energy level are uneven. The control signal that promoting quantum state |0⟩ to |1⟩ will not accidentally promote the quantum state to a higher level, the superposition will confine between |0⟩ and |1⟩. It is non-linear such that the energy level is unevenly separated so we can use two lower states as the bases for our superpositions. With correct tuning, the circuit behaves like an atom with two quantum energy level, i.e. Quantum gates (operations) are performed by sending electromagnetic impulses at microwave frequencies (around 4–6 KHz) to the resonator coupled to the qubit. In Trapped ions computer, we use laser beams to control ions. This method can entangle two arbitrary qubits on the string of ions. In superconducting qubits, the coupling of two qubits is done by coupling them to a quantum bus. For example, for the 5 qubits IBM Q, there are 20 possible combinations in pairing qubits, but only 6 of them are implemented. There are three major ways to do it in a superconducting quantum computer: Charge Qubit, Flux Qubit & Phase Qubit. In the charge qubit, different energy levels correspond to an integer number of Cooper pairs on a superconducting island. Maintain an extremely low temperature is important in a superconducting quantum computer. The quantum processor sits inside the Cryoperm shield, a light-tight and a magnetic-field shield, used to isolate the qubits from environmental disturbances. The quality of a quantum computer is often measured by its decoherence. T1 and T2 measures how fast the quantum information stored in the qubit may lose. As shown below, we make very good progress in the superconducting quantum computers over the years. Trapped ions quantum computer is another popular realization of quantum computers. i.e., we know how to use these ions to create qubits. The following is a recap on the superconducting and trapped ions quantum computer: Trapped ions have longer coherence time compared to a superconducting circuit but the gate operation time is faster in the superconducting circuit. Google has built a 72-qubit superconducting quantum computer in 2018 while the number of qubits for the trapped ions is much lower. Trapped ions need a vacuum chamber while the superconducting needs a diluted refrigerator. Trapped ions are all “natural” and identical while the gate performance for each qubit in the superconducting computer is slightly different. Not all qubits in a superconducting computer are connected to form 2-qubit operations. Superconducting circuits work with microwaves while trapped ions system often involves lasers which are harder to integrate into the system. Neutral Atoms Neutral atoms quantum computers use neutral atom instead of charged ions in the trapped ions computer. It inflates the atom to billion times and reaches the Rydberg state — which the electrons are excited to a high principal quantum number close to 100 and become sensitive to external influences including microwave radiation. Quantum dots quantum computer A single electron trapped in a semiconductor structure can form the basic building block for a qubit. We use the microwave to control the spin of the elections to construct the silicon quantum dots. Here is another view of the quantum dots: Nitrogen-vacancy (NV) centers in diamond Diamond is made up of carbon atoms. In quantum computing, we often look for energy states that have long coherence time with easy ways to initialize them and manipulate them. So just similar to the trapped ion, once these transition rules are known and quantify, we can design a quantum computer from them. However, how to create entanglement (2-qubit operator) can be tricky for NV center quantum computers. So stay tuned for trapped ion quantum computer next.",SCIENCE
" I know I did; I immediately thought “siblings, right?” Long story short, yes, you can be genetically closer to your siblings than your parents, but you’re considered to be about equally related to both your parents and siblings. Doing the math At first thought, the math may seem easy: you and your siblings have the same 50/50 chance of inheriting one allele or the other from each parent. Therefore, wouldn’t you be equally half-related to each one of your parents and siblings? However, there is one more component to consider: you are almost exactly half-related to each parent because half of your DNA comes from each of them. On the other hand, you are only half-related to your siblings on average, meaning you could share more or less DNA with your siblings. Statistically, siblings could theoretically be anywhere from 0 to 100% related if they got none or all of the same alleles. Consider the following possible heredity situations, which look at 2 pairs of chromosomes, for simplicity: Each sibling has 50% of the same genes as each parent, but the variety of possible allele combinations gives a range of reliability between siblings. The odds of siblings being “0%” related is extremely slim, estimated to be about one in ten million if you just consider the 23 chromosomes as is! However, considering other genetic factors, like mitochondrial DNA, the Y chromosome, and genetic recombination, siblings actually cannot be “0%” related. Looking deeper The simple examples so far have excluded more complex genetic factors, such as the sex chromosomes, mitochondrial DNA, genetic recombination, and new mutations. Similarly, siblings share their mitochondrial DNA with each other and their mother because their mitochondria only come from the mother’s egg. Genetic recombination shuffles alleles between chromosome pairs in a parent’s cells as the pairs get split up into sex cells through a process called meiosis. This creates sex cells with different combinations of alleles in each parent, which can be uniquely combined to create each child. Despite being a unique combination of your parent’s genes and new mutations, you are, on average, equally genetically close to both your parents and siblings.",SCIENCE
" Literally meaning “above the genes”, epigenetic changes are chemical modifications to your DNA that act as “on/off” switches for genes, changing gene expression without altering the gene’s code directly. Importantly, the epigenome can be passed down throughout generations, affecting children’s traits by altering gene expression without changing the DNA code. Epigenetics and its relation to health Everything you do affects your epigenome, from your environment and sleeping habits to diet and exercise. Epigenetics also plays an important role in disease, especially cancers, so understanding how to alter the epigenome is important. Increased methylation of certain DNA regions, called gene promoters, turns genes “off”. Polyphenols (found in green tea, coffee, red wine, fruits, and vegetables) are known to turn “on” certain genes by direct demethylation or inhibition of methylation enzymes. Folate intake is linked to higher methylation of a specific growth factor gene (IGF2), which turns “off” the growth factor and can help prevent cancer, such as colorectal cancer. Various genes were turned “off” via increased promoter methylation in colorectal cancer patients who drank heavily versus those who drank little to no alcohol. Genes involved in two regulatory pathways (MGMT and WNT) were turned “off” via increased promoter methylation in head and neck cancer patients who drank versus nondrinkers. While exercise is known for its multitude of beneficial health effects, it has also been linked to altering DNA methylation. Six months of aerobic exercise caused DNA methylation changes in muscle and fat tissues, which directly affected fat creation and storage. Exercise in sedentary young people showed reduced methylation in a leg muscle (vastus lateralis) at certain promoters of genes involved in metabolism (PGC-1α, PDK4, and PPAR-δ), which beneficially increased metabolism. Most of the affected genes were involved in inflammation, energy metabolism, and insulin response with the epigenetic changes resulting in healthier muscles. Exercise was suggested to provide protective anti-cancer effects by turning “on” tumor suppressor genes through decreasing methylation. Epigenetics is particularly important during two key periods: “critical windows” in early development, and “dietary transitions” in adults, such as chronic overeating, a high-fat diet, or chronic caloric restriction. Although the harmful agouti gene was passed down from mother to baby, increased methylation of the gene from the methyl-rich diet turned “off” the gene, producing babies that were brown, slender, lived longer, and were less susceptible to cancer and diabetes. Supplementing maternal nutrition with methyl donors such as folate, originally intended to prevent brain and spine defects, may also alter epigenetic gene regulation during embryo development. Although regular moderate exercise during pregnancy is believed to be beneficial to both the mother and child, there is little research on the epigenetic changes induced by maternal exercise.",SCIENCE
"  For families with children affected by incurable rare diseases — like Rett syndrome, a neurodevelopmental disorder that primarily affects girls — finding a cure is crucial. “Rett syndrome is a severe disorder that has been described as a combination of autism, cerebral palsy, Parkinson’s, epilepsy, and anxiety disorder all in one little girl. It is the second most common cause of severe intellectual disability in girls after Down syndrome,” Jeannie Lee, professor of genetics at Harvard Medical School and lead researcher on a paper published in PNAS earlier this year, wrote over email. Girls with Rett syndrome, caused by a mutated gene on the X chromosome, appear normal when they’re born. Males affected by Rett syndrome usually die shortly after birth because the mutation is so severe, and they only have one X chromosome — the mutated one. In a girl with one normal and one mutated gene, this X-inactivation (called “Xi”) causes about half of her cells to be ‘mutated’ and the other half to be ‘normal.’ Rett syndrome’s severity varies based on differences in the mutation and amount of “normal” cells. This combination directly addresses the cause of the disease by reversing X-inactivation to turn on the normal gene through a process called Xi reactivation, rather than just treating the symptoms. The protein missing in Rett syndrome (methyl-CpG binding protein 2, or MECP2) was restored in mouse cells using a combination of two drugs. One drug prevented X-inactivation, turning the normal gene on to make more MECP2 protein. Interestingly, only the combination of drugs worked — each drug alone didn’t have a large effect on Xi reactivation. A previous study also showed that increasing MECP2 levels, in a different Rett syndrome mouse model, restored cognitive function and survival to normal values. “Boosting MECP2 levels to a degree that can alleviate seizures and breathing abnormalities would be a major benefit.” Carrette added that it’s “important to establish whether these small levels of reactivation have a therapeutic effect in other mouse models and to translate these findings from mice to humans.” Ensuring these drugs work in mice with Rett syndrome paves the way for their potential use in Rett syndrome patients. Ultimately, this drug combination seems promising in the quest to find a “key” to unlock the cure to severe rare diseases, like Rett syndrome, from within patients’ own cells.",SCIENCE
" It seems strange to believe that we’ll find a way to live forever — a trait we see as divine and super-powerful — before we create the technology to visit our nearest star systems. Of the many technologies tested and considered for long distance travel — from Alcubierre warp drives to Bussard ramjets — few remain as controversial and yet persistent as the EmDrive. Having to carry fuel and propellant limits current chemical rockets because of the added weight and because that fuel must be used not only to blast off from Earth’s surface but also to slow down once arriving at their destination. Yet without the need for these two components, space travel could be significantly faster, more efficient, and come at a much cheaper price. To understand how the drive (which can be categorized as a microwave resonant cavity thruster) works, imagine a copper cylinder bigger at one end than at the other. Thus the internal radiation field could provide a different pressure and acceleration on one end of the cone because of its shape, giving you thrust with no propellant required. Because it simply requires initial power which can then be converted into thrust, the EmDrive has been likened to a perpetual motion machine where the machine can continue to function without an ongoing source of power. And so NASA’s Advanced Propulsion Physics Laboratory, also known as Eagleworks Laboratories, decided to build one of their own with seemingly promising results. Their test results, published in a 2016 paper, showed their EmDrive generating positive thrust at different power levels (40, 60, and 80 Watts) and in both hard vacuums and normal air at atmospheric pressure. The problem with tests at atmospheric pressure is that thermal convection in the air can skew test results and produce thrust that isn’t really there. If Newton’s Third Law of Motion says that every action has an equal and opposite reaction, there is no action of the EmDrive that should create an acceleration because it is a closed system and momentum within the cone will simply get redistributed. If a photon were to escape the copper enclosure, then it becomes a photon thruster and no longer an EmDrive. In fact, the drive also violates special relativity, general relativity, and Noether’s therom, meaning that if it were to work — and scientists aren’t even sure how a positive thrust could really be produced— it would uproot our understanding of modern physics. After similar tests were run by a group of German scientists, they concluded that the positive thrust detailed in NASA’s paper was due to interaction between the power cables of the drive and the Earth’s magnetic field. The scientists used a special shield made of mu metal to block out most of the magnetic field but even then, interaction was still observed. During the tests, the German team also reduced the amount of power going to the drive, preventing microwaves from bouncing around inside the cone. Along with this interference from Earth’s magnetic field, any number of causes could also generate thrust. If we do manage to extend our lifespans — or even live forever — perhaps there will come a day when we’re able to create a running EmDrive that works with, instead of violating, our laws of the world.",SCIENCE
" Ciro Vila tweeted a link to Alien imposters: Planets with oxygen don’t necessarily have life, which led me to the paper, “Gas Phase Chemistry of Cool Exoplanet Atmospheres: Insight from Laboratory Simulations” by Chao He, Sarah M. Hörst, Nikole K. Lewis, Julianne I. Moses, Eliza M.-R. Kempton, Mark S. Marley, Caroline V. Morley, Jeff A. Valenti, and Véronique Vuitton. I also found the article Don’t Let Oxygen Fool You: As a sign of life on other planets, oxygen may not be the smoking gun some of us thought it was by Dirk Schulze-Makuch, which is an exposition of the Narita, et al. As we can see from the case of oxygen, it can be produced by biotic or abiotic processes, so while the finding of oxygen in an exoplanet atmosphere would be exciting, and would probably be hyped by the popular press, scientists would already be well aware that this is not a smoking gun for life. When biology and the life sciences eventually become sufficiently advanced that we can routinely manufacture artificial life in the laboratory (even if we choose not to do so for moral or social reasons), this capacity would make it possible to run an elaborate scientific research program modeling potential forms of life on other worlds. By this I mean that if we take Earth’s self-replicating macro-molecule DNA and try every substitution that we can for the four chemical bases of DNA — adenine, cytosine, guanine, and thymine — and determine which of these are viable (i.e., those which are also self-replicating macro-molecules), then we would get variations on the theme of DNA, and possibly alternative forms of life, still easily recognizable as life for us. Additionally, we would want to “back breed” Earth life to resemble the earliest life on Earth that we can recognize as life (hopefully by this time we will also have made progress in origins of life research and can be a bit more definite about the immediate precursors to life as we know it), and use the viable variations on the theme of early life to create a large (yet finite) number of models for early biota on a habitable planet (i.e., a habitable planet like Earth, a peer world). This would be like running a scaled up version of the Miller-Urey experiment — again, several different variations on the basic theme — with each experiment populated with one of the variants of artificial “early” life that we have created (either by manufacturing them as artificial life or by back breeding contemporary life to approximate them). Certainly, if we were to conduct scaled up versions of the Miller-Urey experiment and we could bring the development of these experiments all the way to the point of abiotically generating life, then we would simply want to continue this experiment. If a scientific research program of this kind were to be carried out on a grand scale , and over an extended period of time, we would have a pretty good empirical basis for determining the kind of life that can be revealed by exoplanet atmospheric spectroscopy.",SCIENCE
"  The context of the CRISPR Cas 9 legal battle had all the elements of a good soap opera: powerhouse scientists with ambitions to literally rewrite human DNA, potentially billions of dollars for the taking, a race to make history, and a surprise twist involving an unknown group of Lithuanian researchers. It’s rare for patent cases to receive so much attention. And considering that scientists found a multitude of other ways to use CRISPR while the case was being argued — suggesting the technique in question may be only one of many — it’s easy to wonder why the case (recently tried in a Federal Appeals Court) ignited such an intense argument between scientists, research institutions, and legal theorists. Six years ago, two genetic researchers, Jennifer Doudna of UC Berkeley and Emmanuelle Charpentier at University of Vienna, published a paper that sent shockwaves through nearly every sphere of the scientific community. Charpentier and Doudna isolated this genetic editing tool and used it to cut and paste genes in a test tube. Clustered Regularly Interspaced Short Palindromic Repeats — thankfully called CRISPR for short — sped up experiments that used to take years and completed them in weeks and days. A UK-based lab used CRISPR to wipe out an entire species of mosquitoes, removing their gene that produces female offspring. There are hopes that CRISPR Cas9 can “re-program” the genes that cause diseases like Alzheimer’s, autism, and cancer, while some fear the tool will bring designer babies and biogenetic terrorism in the near-future. Scientists still don’t know how every gene controls and relates to other genes — but CRISPR also provides a much more efficient way to study those relationships.) But then the United States Patent and Trademark Office awarded the patented application of CRISPR Cas9 in eukaryotic cells to Feng Zhang at the Broad Institute of MIT and Harvard. The legal patent for applying CRISPR to many of the cells governing human health was not going to UC Berkeley or University of Vienna. Forbes magazine estimates the value of the patent as somewhere in the realm of 265 million dollars, but experts suggest that if CRISPR lives up to the hype, its actual value could be in the billions. Beyond granting its holder the right to use the technique and sell use rights to corporations, the patent also legally establishes the original inventor. Researchers were calling CRISPR Cas9, “the biological discovery of the century.” Holding that kind of patent could define a life, an institution. UC Berkeley and the University of Vienna had filed their patent application in May 2012. He has followed the case closely since its beginning and is able to explain convoluted patent terminology with all the excitement and style of Q showing James Bond the pros and cons of spy accessories. Essentially, Zhang was limited to 20 claims with his patent, while Doudna and Charpentier filed 155 claims. “Usually when you prosecute patent applications, you get to say things like ‘Alright, dear examiner, you don’t like claim one? When UC Berkeley protested the decision, Broad needed to prove that their application of CRISPR Cas9 was their invention — or in lawyer terms: that their invention did not “interfere” with Doudna and Charpentier’s invention. This made the case an interference procedure, which, while rare in patent law, happens with groundbreaking technology. Right in the midst of what otherwise might have been a montage of lawyers preparing for a trial — a la Tom Cruise in A Few Good Men — a group of Lithuanian researchers, led by Virginijus Šikšnys, were suddenly awarded the CRISPR Cas9 patent for prokaryotic cells — the other major cell type, the kind without nucleuses that make up bacteria, among other things. “You’re only seeing the light that was emanating 18 months ago.” Since the Lithuanians did not publish a paper prior to filing a patent application, none of the attorneys, institutions, researchers had any idea that Šikšnys actually filed his application two months before Berkeley. Their finding was that Doudna and Charpentier invented the technique of applying CRISPR Cas9 to cells in a test tube, while Zhang invented the technique of applying it to human DNA. But knowledge of CRISPR was expanding quickly beyond the Cas9 protein, and new techniques have the potential to be just as effective. The slices of CRISPR patent pie might be getting smaller. Since CRISPR use increased so dramatically within such a short time, the discoveries weren’t tested and confirmed in the same way new scientific findings are typically evaluated. Citing family obligations, Doudna left the Massachusetts-based corporation to start a company in her home state of California soon after Broad won the patent. The argument at the Patent Trial and Appeal Board in April reveals the tension at the heart of the case. Yet in the case of CRISPR Cas9, the definitions of invention and discovery — nouns that often serve as the bedrock of science and law — could be contested, and were seemingly on trial themselves. Berkeley hired a new, big-name attorney for the appeal — Donald Virilli, the former Solicitor General of the United States who successfully argued President Obama’s Affordable Care Act before the Supreme Court — and when he took the floor, the courtroom was packed once again. When Judge Kimberly Moore goes into a coughing fit, her casual request that Virilli continue argument since speakers were broadcasting the hearing to the back room is met with an unexpected roar of laughter, not unlike a sitcom’s laugh track. He insisted the patent should hinge on the discovery of CRISPR being a tool, that Doudna and Charpentier’s ability to demonstrate its application in a test tube — solving the “problem” — put Broad just a step away from applying CRISPR to human cells. She outlines how Zhang used traditional experimentation and failure to refine and refine until successfully using CRISPR in human cells. The same way Doudna and Charpentier took the discovery of CRISPR’s existence and refined it into a tool. Having lost significant patents to both Broad and Šikšnys, UC Berkeley and University of Vienna are now left picking up the crumbs. In the legal world, Doudna and Charpentier are not likely to be big names, despite being the first ones to demonstrate CRISPR’s use. We should work together to ensure wide, open access to this transformative technology.” Unsurprisingly, UC Berkeley suggested they would continue to look into their legal options, but chances of moving forward in the courts are slim to none. In her book on CRISPR, Doudna mentions the patents only briefly when describing the “heady time” that all of them experienced in the lab during 2012. “Only later would the contents and publication dates of these papers be dissected to support arguments in a dispute over CRISPR patent rights, a disheartening twist to what had begun as collegial interactions and genuine shared excitement about the implications of the research.” In all interviews following the case, the three always shift the topic when patent rights come up. They don’t want to talk about their feelings — “disheartening” is the most open Doudna has ever been on the subject-they want to talk about CRISPR. All research institutions involved are under agreement to share CRISPR Cas9 editing rights freely for education and non-profit purposes. And while Charpentier, Doudna, and Zhang certainly must have felt something when the patent decisions were delivered, their only observable reaction was to stay at work — they never attended a single hearing. In the landmark 2012 paper that started it all, Doudna and Charpentier wrote that CRISPR Cas9, “highlights the potential to exploit the system”, the “system” being the genome of living things.",SCIENCE
"  (Revised draft: 1) I initially wrote that IQ predicts between 10 and 50% at best, turns out it beats random selection in the best of applications by less than 17%, 2) Showed noise IQ/Weath, 3) Added information showing the story behind the effectiveness of Average National IQ is, statistically, a fraud. The psychologists who engaged me on this piece — with verbose writeups —made the mistake of showing me the best they got: papers with the strongest pro-IQ arguments. Background : “IQ” is a stale test meant to measure mental capacity but in fact mostly measures extreme unintelligence (learning difficulties), as well as, to a lesser extent, a form of intelligence, stripped of 2nd order effects. Designed for learning disabilities, and given that it is not too needed there (see argument further down), it ends up selecting for exam-takers, paper shufflers, obedient IYIs (intellectuals yet idiots), ill adapted for “real life”. The concept is poorly thought out mathematically (a severe flaw in correlation under fat tails, fails to properly deal with dimensionality, treats the mind as an instrument not a complex system), and seemed to be promoted by Some argue that IQ measures intellectual capacity — real world results come from, in addition, “wisdom” or patience, or “conscientiousness”, or decision-making or something of the sort. If you want to detect how someone fares at a task, say loan sharking, tennis playing, or random matrix theory, make him/her do that task; we don’t need theoretical exams for a real world function by probability-challenged psychologists. Fat Tails If IQ is Gaussian by construction and if real world performance were, net, fat tailed (it is), then either the covariance between IQ and performance doesn’t exist or it is uninformational. But the “intelligence” in IQ is determined by academic psychologists like the “paper trading” we mentioned above, via statistical constructs s.a. correlation that I show here (see Fig. It does correlate to negative performance (as it was initially designed to detect learning special needs) but then any measure would work there. A measure that works in left tail not right tail (IQ decorrelates as it goes higher) is problematic. To get the point, consider that if someone has mental needs, there will be 100% correlation between performance and IQ tests. (The statistical spin, as a marketing argument, is that a person with an IQ of 70 cannot prove theorems, which is obvious for a measure of unintelligence — but they fail to reveal how many IQs of 150 are doing menial jobs). However, if you take a Popperian-Hayekian view on intelligence, you would realize that to measure it you would need to know the mental skills needed in a future ecology, which requires predictability of said future ecology. 1) When someone asks you a question in the real world, you focus first on “why is he/she asking me that?”, which shifts you to the environment (see Fat Tony vs Dr John in The Black Swan) and detracts you from the problem at hand. 2) Real life never never offers crisp questions with crisp answers (most questions don’t have answers; perhaps the worst problem with IQ is that it seem to selects for people who don’t like to say “there is no answer, don’t waste time, find something else”.) Some people can only focus on problems that are real, not fictional textbook ones (see the note below where I explain that I can only concentrate with real not fictional problems). 4) IQ doesn’t detect convexity (by an argument similar to bias-variance you need to make a lot of small inconsequential mistake in order to avoid a large consequential one. Functionary Quotient: If you renamed IQ , from “Intelligent Quotient” to FQ “Functionary Quotient” or SQ “Salaryperson Quotient”, then some of the stuff will be true.",SCIENCE
" This is probably one of the most famous experiments in 20th century science, and it marks the beginnings of origins of life research as a scientific discipline. ), such that the expansion of the universe will leave galaxies isolated and observers unable to determine the expanding nature of the universe — this would certainly be a blow to large-scale spacefaring civilizations (under these conditions there could be no intergalactic civilizations) and thus to my wishes for a large-scale human future in the universe. Since the time of Miller and Urey’s experiment an enormous amount of work has been done in origins of life research, both from a bottom-up perspective, involving numerous experiments that demonstrate the synthesis of organic molecules from inorganic precursors, as well as a top-down perspective, most notably the molecular phylogeny of Carl Woese, which points to what the last universal common ancestor (LUCA) of all life of Earth may have been like (short answer: probably an extremophile). If origins of life research could get the funding for very large scale projects (like, e.g., the ISS, ITER, NIF, and the LHC) — that is to say, if origins of life research were to become big science — it would be possible to undertake a long-term, large-scale origins of life research project that could imitate the conditions of the early Earth on a much larger scale, not not merely the atmospheric conditions, as were simulated in the Miller-Urey experiment, but a range of different conditions present on the early Earth at different times as it passed through its dramatic earliest formation. In addition to particular environments, there would also need to be some kind of simulation of the large scale processes of Earth, since planetary and climatological changes have played a major role in the evolution of life on Earth. If it were possible to build an enormous environment simulating the early Earth across a range of climates, and to run this experiment for years or, better, decades, I suspect that we would learn some interesting things that origins of life research to date has not yet discovered. Just as physicists often observe that new advances in physics come from larger machines that can reach higher energy levels, so too the historical sciences (which include geology, climatology, biology, paleontology, inter alia) will probably benefit from much larger machines and experiments that can can be allowed to run for extended periods of time. With the historical sciences, it is more time that is needed, rather than more energy (although an experiment such as I described would require an enormous amount of energy, it is will well within the limits of contemporary technology). Such an undertaking would not only shed light on origins of life research, but also on our current geophysical and ecological questions that stand at the center of the contemporary debate about the direction of industrial-technological civilization. In my post Earth Science, Planetary Science, Space Science I cited the Wikipedia article on “Space Science” (which no longer includes the tripartite division below) as identifying three meanings of the term: From an astrobiological perspective here is no question that origins of life research is a space science in the sense of the study of space exploration or as the study of everything in outer space. While we can begin the process of astrobiological research on Earth, eventually we will want to study specimens of life elsewhere in the universe, and such specimens must be included in the study of everything in outer space. There is also a sense in which origins of life research might be understood as space science as science that is performed in outer space, i.e., space research — one might even suggest that large-scale origins of life research could only be performed in space, and that this is therefore a science that must await its full development and maturity until spacefaring civilization develops to the point that an extraterrestrial infrastructure is available to the space sciences as “big science.” (In an article jointly written with Jacob Shively, Adventure Science Enters the Space Age, I suggested that “adventure science” will precede “big science” as spacefaring civilization develops, and I continue to believe this, so that the development of space science as “big science” is some way off yet for terrestrial civilization.) The large-scale origins of life project formulated above could be gone one better by origins of life research being conducted as space science on a grand scale. The conditions available on an artificial structure in extraterrestrial space would provide plenty of energy to fuel experiments (sunshine 24 hours per day) as well as the ability to construct a habitat that ranged over conditions from very hot to freezing cold, maintaining these environments for long periods of time, and allowing these environments to communicate with each other while retaining their distinctive climatological conditions. A large and wealthy spacefaring civilization — such as might result from human beings more fully exploiting the resources of our own solar system — might be able to afford such origins of life “big science” without difficulty. It will be a time of great scientific excitement when we are able to explore Mars and the moons and Jupiter and Saturn for signs of life, but beyond looking for life already extant in our solar system, the kind of scientific origins of life research facility I am suggesting would allow for additional perspectives on astrobiology. We might eventually construct custom habitats for specially formulated artificial life, to see how these play out on a large scale without subjecting the biosphere of Earth to possible contamination. And if we secure our longevity as a civilization and eventually become a million-year-old or billion-year-old supercivilization, we would be able to carry out these experiments over evolutionary time scales.",SCIENCE
"  2018 was the year of the ‘Biohacker’, the year when rogue tech hacking approaches and drop-out founder archetypes collided with the normally cautious, PhD-laden biomedical research community. Shift from Small Molecule Blockbusters to Targeted Therapies It is bold to predict the upheaval of business as usual for a multi-billion in annual revenue, decades-old industry, but the days of the of blockbuster small molecule are waning. Competing therapeutic technologies are coming into their own, shifting the focus towards cell-based therapeutics, hardware interventions, or repurposing of known compounds. Furthermore, the next generation of therapeutics entering drug pipelines will contain targets selected by AI screening, likely improving the 96% clinical trial failure rates for small molecules. Improved disease mapping, continued growth in personalized medicine, a motivated patient population, and cost to market reduction for targeted therapeutics will leave the large blockbuster molecule taking a backseat to targeted therapeutics over the next decade. Cells as Therapeutics: Beyond the CAR-T By co-opting the T cell’s natural search and response programing, CAR-T cell therapies have become the first living programed ‘smart’ therapeutic. Future therapeutics and vaccines may consist of a single injection of living cells that serves as a long-lived universal influenza vaccine or suppression of autoimmune disease The next decade will see continued development of human cells as therapeutics that yield long-lasting permanent to semi-permanent results. Imagine being a physician and coalescing all research studies (> 2M scientific articles are published each year), all available secondary information, and then selecting from a slew of therapeutics. Organ failure is brought on by years of damage and even though organ decline can be stayed off temporarily by therapeutic intervention, a failing organ means patients have a few years to months before a replacement is necessary. But the holy grail of tissue engineering, engineered vascular organs will begin transplant studies within the next decade. Currently, animal models act as poor surrogates for testing of human targeted therapeutics. On the way to providing full human organs and tissues small human tissues that act as surrogates for 3D human tissues are poised to yield better drug pipeline candidates through more accurate preclinical testing and screening. In 1959 two distinct types of diabetes were characterized (Type I and Type II) and in early 2018 a report detailed that Type II Diabetes appears to be 5 distinct diseases, including a late-stage autoimmune version striking people in their thirties. Over the next decade the medical field will shift away from symptomatology and towards etiological genetic-based diagnosis. Combine genetic diagnosis with AI analysis of genetic patterns, disease presentation, and clinical outcome data, and look for reduced waste in superfluous treatments, improved outcomes, and an increased interest in targeted therapeutic interventions. 2019–2029: The Next Decade Streamlining drug development processes by adopting tech approaches and applying complex data analysis is going to drive significant changes over the next decade of biomedical research. From AI in medicine to cells as long-lived therapeutics the aging baby boomer generation will assist in driving these changes. The ability to manipulate cells, data, and perhaps the ability to build life itself is now poised to move toward unprecedented mastery over human disease in the next 10 years.",SCIENCE
